stock_id,stock_name,industry_category,market_type
7823,奧義賽博-KY創,創新板股票,
6925,意藍,數位雲端類,
6926,聖安生醫,生技醫療業,
6922,宸曜,電腦及週邊設備業,
6940,格斯科技*,電子零組件業,
7848,騏億鑫,其他電子業,
6884,海柏特,資訊服務業,
6838,台新藥,生技醫療業,
7873,瑞峰,半導體業,
7872,登豐,半導體業,
7871,安立璽榮-KY,生技醫療業,
7870,聯剛科技,其他電子業,
7869,宏于電機,電機機械,
6839,開陽能源,綠能環保,
6840,東研信超,其他電子類,
7868,聖育,資訊服務業,
7867,特力屋,居家生活,
6841,長佳智能,生技醫療業,
6842,瑞宇,半導體業,
6843,進典,電機機械,
6844,諾貝兒,生技醫療業,
6846,綠茵,食品工業,
6847,普瑞博,生技醫療業,
6848,拉法醫,生技醫療業,
6849,奇鼎科技,其他電子業,
6850,光鼎生技,生技醫療業,
7875,安圖斯,電腦及週邊設備業,
6838,台新藥,化學生技醫療,
6835,圓裕,電子零組件業,
6835,圓裕,電子工業,
6821,聯寶,電子零組件業,
6823,濾能,半導體業,
7881,科明,生技醫療業,
6825,和暢科技,電腦及週邊設備業,
6826,和淞,其他電子業,
6827,巨生醫,生技醫療業,
6829,千附精密,半導體業,
7880,聖凰,半導體業,
6830,汎銓,其他電子業,
4943,康控-KY,電子零組件業,
6830,汎銓,電子工業,
6831,邁科,電子工業,
7878,藥祇,生技醫療業,
6831,邁科,電腦及週邊設備業,
6832,金鼎科,其他,
6833,太康精密,電子零組件業,
6834,天二科技,電子工業,
7877,海利普,綠能環保,
7876,鼎晉生技,生技醫療業,
6834,天二科技,電子零組件業,
7879,益材科技,電機機械,
6885,全福生技,化學生技醫療,
7866,丹立,半導體業,
7865,金聯成,綠能環保,
7856,漢測,半導體業,
6870,騰雲,數位雲端類,
7855,和運租車,其他,
6872,浩宇生醫,生技醫療業,
7854,佐茂,電腦及週邊設備業,
7853,政美應用,半導體業,
6873,泓德能源,綠能環保,
6874,倍力,資訊服務業,
6875,國邑*,生技醫療業,
6876,朗齊生醫*,生技醫療業,
6877,鏵友益,其他電子類,
7851,慧康生技*-KY,生技醫療業,
6878,歐付寶,金融業,
6879,大江基因,生技醫療業,
7850,寶泰生醫,生技醫療業,
6881,潤德,其他,
6882,甲尚,資訊服務業,
6883,微電能源,綠能環保,
7849,旭誼,其他電子業,
6869,雲豹能源,綠能環保,
7857,合水先進,綠能環保,
7858,芝普,化學工業,
6868,采威國際,資訊服務業,
6854,錼創科技-KY創,半導體業,
6854,錼創科技-KY創,電子工業,
6855,數泓科,其他電子類,
6856,鑫傳,文化創意業,
6857,宏碁智醫,生技醫療業,
6858,愛比科技,電腦及週邊設備業,
7863,中科物流,航運業,
7862,聚泰,紡織纖維,
6859,伯特光,光電業,
6854,錼創科技-KY創,創新板股票,
6861,睿生光電,化學生技醫療,
6862,三集瑞-KY,電子工業,
6862,三集瑞-KY,電子零組件業,
7861,貝爾威勒,電子零組件業,
6863,永道-KY,通信網路業,
6863,永道-KY,電子工業,
6864,元樟生技,生技醫療業,
6865,偉康科技,數位雲端類,
7860,得生製藥,生技醫療業,
6867,坦德科技,光電業,
6861,睿生光電,生技醫療業,
6820,連訊,通信網路業,
6944,兆聯實業,綠能環保,
7816,來穎,電子零組件業,
7547,碩網,數位雲端類,
7551,知識科技,數位雲端,
7749,意騰-KY,半導體業,
7556,意德士,半導體業,
7558,群利科技,其他,
7561,光晟生技,生技醫療業,
7562,博來科技,電腦及週邊設備業,
7566,亞果遊艇,觀光餐旅,
7575,安美得,生技醫療業,
7578,利百景,其他,
7583,國際海洋,綠能環保,
7748,鑫囍創業,其他,
7584,樂意,文化創意業,
7590,怡和國際,其他,
7595,世基生醫,生技醫療業,
7607,通用幹細胞*,生技醫療業,
7610,聯友金屬-創,創新板股票,
7747,昕奇雲端,數位雲端類,
7610,聯友金屬-創,綠能環保,
7749,意騰-KY,電子工業,
7530,鋒魁科技,半導體業,
7516,清淨海,其他,
7507,環拓科技,綠能環保,
7763,崇舜,化學工業,
7762,吉晟生,生技醫療業,
7761,三大未來,綠能環保,
7760,享溫馨,觀光餐旅,
7759,視航生醫,生技醫療業,
7758,睿騰能源,電子零組件業,
7757,金色三麥,觀光餐旅,
7756,多那之,觀光餐旅,
7754,安基生技,生技醫療業,
7745,紅陽,數位雲端,
7753,星亞,光電業,
7751,竑騰,半導體業,
7402,邑錡,光電業,
7415,元澄半導體,半導體業,
7418,香繼光,觀光餐旅,
7419,達勝,電子零組件業,
7427,華上生醫,生技醫療業,
7750,新代,電機機械,
7443,凡事康,其他,
7455,樺緯物聯,電腦及週邊設備業,
7752,世紀樺欣,綠能環保,
7764,聖州,其他,
7631,聚賢研發-創,其他電子業,
7631,聚賢研發-創,電子工業,
7736,虎山,汽車工業,
7715,裕山,綠能環保類,
7735,台智雲,資訊服務業,
7716,昱臺國際,航運業,
7717,萊德光電-KY,通信網路業,
7734,印能科技,半導體業,
7718,友鋮,電機機械,
7719,碳基,其他,
7732,金興精密,汽車工業,
7721,微程式,數位雲端,
7731,火星生技*,食品工業,
7722,LINEPAY,數位雲端,
7730,暉盛-創,電子工業,
7723,築間,觀光餐旅,
7724,諾亞克,生技醫療業,
7725,列特博,生技醫療業,
7726,暄達,生技醫療業,
7730,暉盛-創,半導體業,
7728,光焱科技,其他電子類,
7714,創泓科技,數位雲端類,
7713,威力德生醫,生技醫療業,
7737,凱鈿,數位雲端,
7712,博盛半導體,半導體業,
7744,崴寶,電子零組件業,
7642,昶瑞機電,電機機械,
7669,碩正科技,半導體業,
7689,大鵬科CLMX,通信網路業,
7702,前端風電,綠能環保,
7743,金利食安,食品工業,
7703,銳澤,其他電子類,
7742,天弘化,化學工業,
7704,明遠精密,半導體業,
7631,聚賢研發-創,創新板股票,
7740,熙特爾-創,綠能環保,
7706,宏碁創達,其他,
7707,益芯科,半導體業,
7708,全家餐飲,觀光餐旅,
7709,榮田,電機機械,
7710,東擎科技,電腦及週邊設備業,
7711,永擎,電子工業,
7740,熙特爾-創,創新板股票,
7711,永擎,電腦及週邊設備業,
7738,東聯互動,數位雲端類,
7705,三商餐飲,觀光餐旅,
7818,溢泰實業,綠能環保,
7765,中華資安,數位雲端,
7768,頌勝科技,半導體業,
7803,雲象科技-創,化學生技醫療,
6958,日盛台駿,其他,
6958A,日盛台駿甲特,其他,
6959,兆捷科技,化學工業,
7803,雲象科技-創,創新板股票,
6961,旅天下,觀光餐旅,
6962,奕力-KY,半導體業,
6962,奕力-KY,電子工業,
6963,品元,食品工業,
7801,華芸科技,資訊服務業,
6965,中傑-KY,運動休閒,
7799,禾榮科,生技醫療業,
6967,汎瑋材料,電子零組件業,
7799,禾榮科,化學生技醫療,
6968,萬達寵物,居家生活類,
6969,成信實業*-創,創新板股票,
7798,將捷,建材營造,
6969,成信實業*-創,綠能環保,
7797,Q Burger,觀光餐旅,
6957,裕慶-KY,其他,
6955,邦睿生技-創,生技醫療業,
7803,雲象科技-創,生技醫療業,
7805,威聯通,數位雲端類,
6945,圓祥生技,生技醫療業,
6946,三地能源,綠能環保,
6947,台鎔科技,綠能環保,
6949,沛爾生醫-創,創新板股票,
7815,新特,半導體業,
6949,沛爾生醫-創,化學生技醫療,
6949,沛爾生醫-創,生技醫療業,
6951,青新-創,創新板股票,
7814,海昌生技,生技醫療業,
6971,惠民實業,綠能環保類,
7813,宇辰系統,其他電子業,
7812,稜研科技*,通信網路業,
7811,民盛,運動休閒類,
6952,大武山,其他,
7810,捷創科技,半導體業,
7808,訊聯智藥,生技醫療業,
6953,家碩,半導體業,
6955,邦睿生技-創,創新板股票,
6955,邦睿生技-創,化學生技醫療,
7806,精華生醫,食品工業,
6951,青新-創,綠能環保,
7767,仁大資訊,資訊服務業,
7796,擷發科,半導體業,
6972,博瑞達應材,化學工業,
7786,東方風能,綠能環保,
6997,博弘,數位雲端類,
7785,北祥科服,數位雲端,
7784,安邦生技*,生技醫療業,
6999,瀚醫生技,生技醫療業,
7783,佳運,綠能環保,
7782,光速火箭,居家生活類,
7781,昕力資*,數位雲端,
7780,大研生醫*,食品工業,
7779,鍇睿國際,運動休閒,
7777,能率亞洲,其他,
7776,奧孟亞,生技醫療業,
7773,富禾生醫,生技醫療業,
7772,耀穎,半導體業,
7771,綠基,光電業,
7770,君曜,半導體業,
7769,鴻勁,電子工業,
7769,鴻勁,半導體業,
7768,頌勝科技,電子工業,
6996,力領科技,半導體業,
7788,松川精密,電子工業,
7788,松川精密,電子零組件業,
6995,野獸國,其他,
6973,永立榮,生技醫療業,
6976,育世博-KY,生技醫療業,
6977,聯純,綠能環保,
6979,勝釩,光電業,
6980,鐳洋科技,通信網路業,
7795,長廣,電子工業,
7794,宏碁智新,居家生活類,
6982,大井泵浦,電機機械,
7792,安葆,其他電子類,
7795,長廣,電子零組件業,
6983,華洋精機,其他電子類,
6986,和迅,生技醫療業,
6987,寶晶能源*,綠能環保,
6988,威力暘-創,創新板股票,
7791,皇家可口,食品工業,
6988,威力暘-創,汽車工業,
7790,思必瑞特,生技醫療業,
6990,華鉬,綠能環保,
7789,開展,觀光餐旅,
6994,富威電力,綠能環保,
6984,ACpay,數位雲端,
8114,振樺電,電腦及週邊設備業,
6819,眾智,半導體業,
6817,溫士頓,生技醫療業,
6625,必應,其他,
8097,常珵,通信網路業,
8096,擎亞,電子通路業,
6629,泰金-KY,居家生活類,
6634,欣耀,生技醫療業,
8093,保銳,電子零組件業,
6637,醫影,生技醫療業,
8092,建暐,其他電子類,
6638,沅聖,電腦及週邊設備業,
6639,源大環能,油電燃氣業,
6640,均華,半導體業,
8091,翔名,半導體業,
8089,康全電訊,通信網路業,
6641,基士德-KY,綠能環保,
6642,富致,電子零組件業,
6643,M31,半導體業,
8088,品安,半導體業,
8087,麗升能源,綠能環保類,
6645,金萬林-創,創新板股票,
6624,萬年清,綠能環保類,
8098,慶康科技,半導體業,
6622,百聿數碼,文化創意業,
6621,華宇藥,生技醫療業,
6606,建德工業,電機機械,
8105,凌巨,光電業,
6609,瀧澤科,電機機械,
6610,安成生技,生技醫療業,
6612,奈米醫材,生技醫療業,
6613,朋億*,其他電子類,
8104,錸寶,電子工業,
6614,資拓宏宇,數位雲端,
6615,慧智,生技醫療業,
8086,宏捷科,半導體業,
8104,錸寶,光電業,
6616,特昇-KY,居家生活類,
8103,瀚荃,電子工業,
8102,傑霖科技,半導體業,
8101,華冠,電子工業,
6617,共信-KY,生技醫療業,
6618,永虹先進,化學工業,
8101,華冠,通信網路業,
8099,大世科,資訊服務業,
6620,漢達,生技醫療業,
8103,瀚荃,電子零組件業,
6605,帝寶,汽車工業,
6645,金萬林-創,化學生技醫療,
6648,斯其大,其他電子業,
8081,致新,半導體業,
6669,緯穎,電腦及週邊設備業,
8080,泰霖,建材營造,
6670,復盛應用,運動休閒,
8077,洛碁,觀光餐旅,
8076,伍豐,電腦及週邊設備業,
6671,三能-KY,居家生活,
6672,騰輝電子-KY,電子工業,
8074,鉅橡,電子零組件業,
8072,陞泰,電子通路業,
6672,騰輝電子-KY,電子零組件業,
8072,陞泰,電子工業,
8071,能率網通,電子零組件業,
6673,和詮,光電業,
6674,鋐寶科技,通信網路業,
6674,鋐寶科技,電子工業,
8070,長華*,電子通路業,
6676,祥翊,生技醫療業,
6677,瑩碩生技,生技醫療業,
6669,緯穎,電子工業,
6668,中揚光,電子工業,
6668,中揚光,光電業,
6667,信紘科,其他電子類,
6649,台生材,生技醫療業,
8085,福華,其他電子類,
6650,帝圖,文化創意業,
6651,全宇昕,半導體業,
8084,巨虹,電子通路業,
6654,天正國際,其他電子類,
6655,科定,其他,
8083,瑞穎,電機機械,
6657,華安,化學生技醫療,
6645,金萬林-創,生技醫療業,
6657,華安,生技醫療業,
6658,聯策,電子工業,
6659,天明製藥,生技醫療業,
6661,威健生技,生技醫療業,
6662,樂斯科,生技醫療業,
6664,群翊,電子零組件業,
6665,康聯生醫,生技醫療業,
6666,羅麗芬-KY,化學生技醫療,
6666,羅麗芬-KY,生技醫療業,
8081,致新,電子工業,
6658,聯策,其他電子業,
6679,鈺太,半導體業,
6604,儒億,電機機械,
6599,普達系統,電腦及週邊設備業,
6541,泰福-KY,化學生技醫療,
6541,泰福-KY,生技醫療業,
6542,隆中,文化創意業,
6543,普惠醫工,生技醫療業,
6546,正基,通信網路業,
6547,高端疫苗,生技醫療業,
6548,長科*,半導體業,
6549,景凱,生技醫療業,
6550,北極星藥業-KY,化學生技醫療,
6550,北極星藥業-KY,生技醫療業,
6552,易華電,半導體業,
6552,易華電,電子工業,
6555,榮炭,電子零組件業,
6556,勝品,光電業,
6558,興能高,其他電子業,
6558,興能高,電子工業,
6559,研晶,光電業,
6560,欣普羅,光電業,
6561,是方,通信網路業,
6539,麗彤,生技醫療業,
6538,倉和,電子零組件業,
6536,碩豐,資訊服務業,
6535,順藥,生技醫療業,
6515,穎崴,電子工業,
6516,勤崴國際,資訊服務業,
6517,保勝光學,光電業,
6518,康科特,生技醫療業,
6523,達爾膚,生技醫療業,
6525,捷敏-KY,半導體業,
6525,捷敏-KY,電子工業,
6526,達發,半導體業,
6526,達發,電子工業,
8112A,至上甲特,電子通路業,
6527,明達醫,生技醫療業,
6531,愛普*,半導體業,
6531,愛普*,電子工業,
6532,瑞耘,半導體業,
6533,晶心科,半導體業,
6533,晶心科,電子工業,
6534,正瀚-創,創新板股票,
8114,振樺電,電子工業,
6534,正瀚-創,化學生技醫療,
7729,仲恩生醫,生技醫療業,
6530,創威,通信網路業,
6603,富強鑫,電機機械,
6563,映智,半導體業,
6565,物聯,數位雲端,
8111,立碁,光電業,
6589,台康生技,生技醫療業,
6590,普鴻,資訊服務業,
6591,動力-KY,電子工業,
6591,動力-KY,電腦及週邊設備業,
6592,和潤企業,其他,
6592A,和潤企業甲特,其他,
6592B,和潤企業乙特,其他,
8110,華東,電子工業,
8110,華東,半導體業,
6593,台灣銘板,資訊服務業,
8109,博大,電子零組件業,
8107,大億金茂,電機機械,
6595,光禹國際,文化創意業,
6596,寬宏藝術,文化創意業,
8105,凌巨,電子工業,
6597,立誠,電子零組件業,
6598,ABC-KY,化學生技醫療,
6598,ABC-KY,生技醫療業,
6589,台康生技,化學生技醫療,
6588,東典光電,通信網路業,
6586,醣基,生技醫療業,
6585,鼎基,其他,
6568,宏觀,半導體業,
6569,醫揚,生技醫療業,
6570,維田,電腦及週邊設備業,
6572,博錸,生技醫療業,
6573,虹揚-KY,半導體業,
6573,虹揚-KY,電子工業,
6574,霈方,生技醫療業,
6576,逸達,生技醫療業,
6577,勁豐,電腦及週邊設備業,
6564,安特羅,生技醫療業,
6578,達邦蛋白,農業科技業,
6579,研揚,電腦及週邊設備業,
8112A,至上甲特,電子工業,
8112,至上,電子通路業,
6580,台睿,生技醫療業,
8112,至上,電子工業,
6581,鋼聯,綠能環保,
6582,申豐,橡膠工業,
6583,友松,文化創意業,
6584,南俊國際,電子零組件業,
6579,研揚,電子工業,
6818,連騰,通信網路業,
6680,鑫創電子,電腦及週邊設備業,
6683,雍智科技,半導體業,
6770,力積電,半導體業,
6770,力積電,電子工業,
6771,平和環保-創,創新板股票,
7909,鈺祥,半導體業,
7907,錸恩帕斯,其他電子業,
7904,任開數位,數位雲端,
6771,平和環保-創,綠能環保,
6775,穎台科技,光電業,
6776,展碁國際,電子工業,
6776,展碁國際,電子通路業,
6780,學習王,文化創意業,
7902,宇越生醫*,生技醫療業,
7901,大大寬頻,通信網路業,
7899,景美,半導體業,
6781,AES-KY,電子工業,
6781,AES-KY,電子零組件業,
6782,視陽,化學生技醫療,
6782,視陽,生技醫療業,
6784,天凱科技,通信網路業,
6768,志強-KY,運動休閒,
7911,阿波羅電力,綠能環保,
6767,台微醫,生技醫療業,
7912,新聿科,電子零組件業,
6743,安普新,電子工業,
6744,豐技生技,生技醫療業,
6748,亞果生醫,生技醫療業,
6750,泰創工程,其他電子業,
6751,智聯服務,資訊服務業,
6752,叡揚,資訊服務業,
6753,龍德造船,航運業,
7919,禾蒼,光電業,
6754,匯僑設計,居家生活,
6785,昱展新藥,生技醫療業,
6755,連鋐科技,電子零組件業,
6756,威鋒電子,電子工業,
7918,創鉅材料,半導體業,
6757,台灣虎航,航運業,
6758,冠亞,生技醫療業,
6761,穩得,電子零組件業,
7915,廌家,通信網路業,
6762,達亞,生技醫療業,
6763,綠界科技*,數位雲端類,
7913,通寶半導體,半導體業,
6756,威鋒電子,半導體業,
6743,安普新,其他電子業,
6786,芯測,半導體業,
6788,華景電,半導體業,
7892,元鈦科,電腦及週邊設備業,
7891,博研醫藥,生技醫療業,
6805,富世達,電子零組件業,
7890,明曜科技,綠能環保,
7889,騰勢,食品工業,
7888,麗寶新藥,生技醫療業,
7887,宇川精材,半導體業,
6807,峰源-KY,居家生活,
6808,三鼎生技,生技醫療業,
6810,新穎生醫,生技醫療業,
6811,宏碁資訊,數位雲端類,
7886,科建,半導體業,
6812,梭特,光電業,
7885,宏羚,其他電子業,
6814,路迦生醫,生技醫療業,
6815,晶鑽生醫,生技醫療業,
6816,捷智商訊,資訊服務業,
7883,饗賓,觀光餐旅,
7882,倍利創投,其他,
6805,富世達,電子工業,
6804,明係,運動休閒類,
7893,睿信,電子零組件業,
6803,崑鼎,綠能環保類,
6789,采鈺,半導體業,
6789,采鈺,電子工業,
6790,永豐實,造紙工業,
6791,虎門科技,資訊服務業,
6792,詠業,通信網路業,
6792,詠業,電子工業,
6793,天力離岸,其他,
7898,乾瞻,半導體業,
7897,禾迅綠電,綠能環保,
6787,晶瑞光,光電業,
6794,向榮生技,化學生技醫療,
6794,向榮生技,生技醫療業,
6796,晉弘,化學生技醫療,
6796,晉弘,生技醫療業,
6797,圓點奈米,生技醫療業,
7895,元進莊,農業科技,
6798,展逸,運動休閒,
6799,來頡,半導體業,
6799,來頡,電子工業,
7894,瀚軒,半導體業,
7896,喬越,電子零組件業,
6682,華旭先進,光電業,
6742,澤米,電子工業,
7920,瀚陽*,生技醫療業,
8045,達運光電,電子工業,
6696,仁新,生技醫療業,
8045,達運光電,通信網路業,
6697,東捷資訊,資訊服務業,
6698,旭暉應材,其他電子業,
8044,網家,數位雲端類,
6698,旭暉應材,電子工業,
8043,蜜望實,電子零組件業,
8042,金山電,電子零組件業,
8040,九暘,半導體業,
8039,台虹,電子零組件業,
6703,軒郁,生技醫療業,
8039,台虹,電子工業,
8038,長園科,電子零組件業,
8034,榮群,通信網路業,
6704,國璽幹細胞,生技醫療業,
6705,振躍精密,電機機械,
8033,雷虎,其他,
6706,惠特,光電業,
6695,芯鼎,電子工業,
8046,南電,電子工業,
6695,芯鼎,半導體業,
8046,南電,電子零組件業,
8070,長華*,電子工業,
6684,安格,半導體業,
8069,元太,光電業,
8068,全達,電子通路業,
8067,志旭,電子通路業,
6689,伊雲谷,數位雲端,
8066,來思達,居家生活類,
8064,東捷,光電業,
8059,凱碩,通信網路業,
8032,光菱,電子通路業,
6690,安碁資訊,數位雲端類,
8054,安國,半導體業,
8050,廣積,電腦及週邊設備業,
8049,晶采,光電業,
6691,洋基工程,其他電子業,
8048,德勝,通信網路業,
6691,洋基工程,電子工業,
8047,星雲,其他電子類,
6692,進能服,綠能環保類,
6693,廣閎科,半導體業,
8058,耐特,其他電子業,
6742,澤米,光電業,
6706,惠特,電子工業,
8028,昇陽半導體,半導體業,
6723,傑智環境,綠能環保,
7927,連距電機,電機機械,
6725,矽科宏晟,其他電子類,
6727,亞泰金屬,電子零組件業,
6728,上洋,居家生活類,
7926,中華立鼎,光電業,
6729,機光科技,光電業,
7924,TLC-KY,生技醫療業,
6730,常廣,生技醫療業,
7922,源點*,綠能環保,
6732,昇佳電子,半導體業,
6733,博晟生醫,生技醫療業,
6734,安盛生,生技醫療業,
6735,美達科技,其他電子類,
6737,秀育,電腦及週邊設備業,
6738,鼎恒,資訊服務業,
7921,台普威,綠能環保,
6739,竹陞科技,其他電子類,
6741,91APP*-KY,數位雲端類,
7928,合聖科技*,通信網路業,
6722,輝創,電子工業,
6722,輝創,其他電子業,
7929,碩通,電腦及週邊設備業,
8027,鈦昇,電機機械,
6707,富基電通,電子通路業,
6708,天擎,半導體業,
8024,佑華,半導體業,
6709,昱厚生技,生技醫療業,
8021,尖點,電子工業,
6712,長聖,生技醫療業,
8021,尖點,其他電子業,
6715,嘉基,電子工業,
8028,昇陽半導體,電子工業,
8016,矽創,電子工業,
8016,矽創,半導體業,
6716,應廣,半導體業,
8011,台通,電子工業,
6719,力智,半導體業,
8011,台通,通信網路業,
6719,力智,電子工業,
7931,續升綠能,綠能環保,
6720,久昌,半導體業,
6721,信實,其他,
6715,嘉基,電子零組件業,
4943,康控-KY,電子工業,
00400A,主動國泰動能高息,ETF,
4942,嘉彰,光電業,
1783,和康生,化學生技醫療,
1783,和康生,生技醫療業,
1784,訊聯,生技醫療業,
1785,光洋科,其他電子類,
1786,科妍,化學生技醫療,
1786,科妍,生技醫療業,
1788,杏昌,生技醫療業,
1789,神隆,化學生技醫療,
1789,神隆,生技醫療業,
1795,美時,化學生技醫療,
1795,美時,生技醫療業,
1796,金穎生技,食品工業,
1799,易威,生技醫療業,
1802,台玻,玻璃陶瓷,
1805,寶徠,建材營造,
1806,冠軍,玻璃陶瓷,
1808,潤隆,建材營造,
1809,中釉,玻璃陶瓷,
1810,和成,玻璃陶瓷,
1813,寶利徠,生技醫療業,
1815,富喬,電子零組件業,
1817,凱撒衛,玻璃陶瓷,
1902,台紙,造紙工業,
1903,士紙,造紙工業,
1904,正隆,造紙工業,
1781,合世,生技醫療業,
1905,華紙,造紙工業,
1780,立弘,食品工業,
1776,展宇,化學生技醫療,
1727,中華化,化學生技醫療,
1730,花仙子,化學工業,
1730,花仙子,化學生技醫療,
1731,美吾華,化學生技醫療,
1731,美吾華,生技醫療業,
1732,毛寶,化學工業,
1732,毛寶,化學生技醫療,
1733,五鼎,化學生技醫療,
1733,五鼎,生技醫療業,
1734,杏輝,化學生技醫療,
1734,杏輝,生技醫療業,
1735,日勝化,化學工業,
1735,日勝化,化學生技醫療,
1736,喬山,運動休閒,
1737,臺鹽,食品工業,
1742,台蠟,化學工業,
1752,南光,化學生技醫療,
1752,南光,生技醫療業,
1760,寶齡富錦,化學生技醫療,
1760,寶齡富錦,生技醫療業,
1762,中化生,化學生技醫療,
1762,中化生,生技醫療業,
1773,勝一,化學工業,
1773,勝一,化學生技醫療,
1776,展宇,化學工業,
1777,生泰,生技醫療業,
1727,中華化,化學工業,
1906,寶隆,造紙工業,
1909,榮成,造紙工業,
2059,川湖,電子零組件業,
2061,風青,電器電纜,
2062,橋椿,居家生活,
2063,世鎧,鋼鐵工業,
2064,晉椿,鋼鐵工業,
2065,世豐,鋼鐵工業,
2066,世德,電機機械,
2067,嘉鋼,電機機械,
2069,運錩,鋼鐵工業,
2070,精湛,電機機械,
2071,震南鐵,鋼鐵工業,
2072,世紀風電,綠能環保,
2073,雄順,鋼鐵工業,
2101,南港,橡膠工業,
2102,泰豐,橡膠工業,
2103,台橡,橡膠工業,
2104,國際中橡,橡膠工業,
2105,正新,橡膠工業,
2106,建大,橡膠工業,
2107,厚生,橡膠工業,
2108,南帝,橡膠工業,
2109,華豐,橡膠工業,
2114,鑫永銓,橡膠工業,
2115,六暉-KY,汽車工業,
2201,裕隆,汽車工業,
2059,川湖,電子工業,
1907,永豐餘,造紙工業,
2049,上銀,電機機械,
2035,唐榮,鋼鐵工業,
2002,中鋼,鋼鐵工業,
2002A,中鋼特,鋼鐵工業,
2006,東和鋼鐵,鋼鐵工業,
2007,燁興,鋼鐵工業,
2008,高興昌,鋼鐵工業,
2009,第一銅,鋼鐵工業,
2010,春源,鋼鐵工業,
2012,春雨,鋼鐵工業,
2013,中鋼構,鋼鐵工業,
2014,中鴻,鋼鐵工業,
2015,豐興,鋼鐵工業,
2017,官田鋼,鋼鐵工業,
2020,美亞,鋼鐵工業,
2022,聚亨,鋼鐵工業,
2023,燁輝,鋼鐵工業,
2024,志聯,鋼鐵工業,
2025,千興,鋼鐵工業,
2027,大成鋼,鋼鐵工業,
2028,威致,鋼鐵工業,
2029,盛餘,鋼鐵工業,
2030,彰源,鋼鐵工業,
2031,新光鋼,鋼鐵工業,
2032,新鋼,鋼鐵工業,
2033,佳大,鋼鐵工業,
2034,允強,鋼鐵工業,
2038,海光,鋼鐵工業,
1726,永記,化學生技醫療,
1726,永記,化學工業,
1725,元禎,化學生技醫療,
1522,堤維西,汽車工業,
1522A,堤維西甲特,汽車工業,
1524,耿鼎,汽車工業,
1525,江申,汽車工業,
1526,日馳,電機機械,
1527,鑽全,電機機械,
1528,恩德,電機機械,
1529,樂事綠能,電機機械,
1530,亞崴,電機機械,
1531,高林股,電機機械,
1532,勤美,電機機械,
1533,車王電,汽車工業,
1535,中宇,電機機械,
1536,和大,汽車工業,
1537,廣隆,電機機械,
1538,正峰,電機機械,
1539,巨庭,電機機械,
1540,喬福,電機機械,
1541,錩泰,電機機械,
1558,伸興,電機機械,
1560,中砂,電機機械,
1563,巧新,汽車工業,
1565,精華,生技醫療業,
1568,倉佑,汽車工業,
1569,濱川,電腦及週邊設備業,
1521,大億,汽車工業,
1570,力肯,電機機械,
1519,華城,電機機械,
1516,川飛,其他,
1459,聯發,紡織纖維,
1460,宏遠,紡織纖維,
1463,強盛新,紡織纖維,
1464,得力,紡織纖維,
1465,偉全,紡織纖維,
1466,聚隆,紡織纖維,
1467,南緯,紡織纖維,
1468,昶和,紡織纖維,
1470,大統新創,紡織纖維,
1471,首利,電子工業,
1471,首利,電子零組件業,
1472,三洋實業,建材營造,
1473,台南,紡織纖維,
1474,弘裕,紡織纖維,
1475,業旺,紡織纖維,
1476,儒鴻,紡織纖維,
1477,聚陽,紡織纖維,
1480,東盟開發,鋼鐵工業,
1503,士電,電機機械,
1504,東元,電機機械,
1506,正道,電機機械,
1512,瑞利,汽車工業,
1513,中興電,電機機械,
1514,亞力,電機機械,
1515,力山,電機機械,
1517,利奇,電機機械,
1580,新麥,電機機械,
1582,信錦,電子工業,
1582,信錦,電子零組件業,
1709,和益,化學工業,
1709,和益,化學生技醫療,
1710,東聯,化學工業,
1710,東聯,化學生技醫療,
1711,永光,化學工業,
1711,永光,化學生技醫療,
1712,興農,化學工業,
1712,興農,化學生技醫療,
1713,國化,化學工業,
1713,國化,化學生技醫療,
1714,和桐,化學工業,
1714,和桐,化學生技醫療,
1717,長興,化學工業,
1717,長興,化學生技醫療,
1718,中纖,化學工業,
1718,中纖,化學生技醫療,
1720,生達,化學生技醫療,
1720,生達,生技醫療業,
1721,三晃,化學工業,
1721,三晃,化學生技醫療,
1722,台肥,化學工業,
1722,台肥,化學生技醫療,
1723,中碳,化學工業,
1723,中碳,化學生技醫療,
1725,元禎,化學工業,
1708,東鹼,化學生技醫療,
1708,東鹼,化學工業,
1707,葡萄王,生技醫療業,
1707,葡萄王,化學生技醫療,
1583,程泰,電機機械,
1584,精剛,其他,
1586,和勤,電機機械,
1587,吉茂,汽車工業,
1590,亞德客-KY,電機機械,
1593,祺驊,運動休閒類,
1594,日高,電機機械,
1595,川寶,半導體業,
1597,直得,電機機械,
1598,岱宇,運動休閒,
1599,宏佳騰,電機機械,
1603,華電,電器電纜,
2204,中華,汽車工業,
1604,聲寶,電器電纜,
1608,華榮,電器電纜,
1609,大亞,電器電纜,
1611,中電,電器電纜,
1612,宏泰,電器電纜,
1614,三洋電,電器電纜,
1615,大山,電器電纜,
1616,億泰,電器電纜,
1617,榮星,電器電纜,
1618,合機,電器電纜,
1623,大東電,電器電纜,
1626,艾美特-KY,電器電纜,
1702,南僑,食品工業,
1605,華新,電器電纜,
1457,宜進,紡織纖維,
2206,三陽工業,汽車工業,
2208,台船,航運業,
2397,友通,電子工業,
2397,友通,電腦及週邊設備業,
